word,adjacent,speaker,variety,age,gender,duration,repetition,point,F0,token,semitone.norm,cat
but,voicedObs.voicelessObs,HKE_028,HKE,36,F,0.091766897,3,5,157.9273074,HKE_028-but-3,-1.069503978,function
but,voicedObs.voicelessObs,AME_016,AE,20,F,0.151938453,3,4,164.0618774,AE_016-but-3,-1.318075166,function
but,voicedObs.voicelessObs,HKE_031,HKE,36,F,0.107779912,2,7,183.4213308,HKE_031-but-2,-1.124503771,function
but,voicedObs.voicelessObs,AME_026,AE,19,M,0.152760563,1,8,118.6483372,AE_026-but-1,-0.542091961,function
but,voicedObs.voicelessObs,HKE_038,HKE,35,F,0.12955465,2,7,187.1773226,HKE_038-but-2,-0.637417197,function
but,voicedObs.voicelessObs,AME_013,AE,21,M,0.124056672,3,3,144.3663251,AE_013-but-3,-0.067222129,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.153853622,2,5,198.8966552,AE_023-but-2,-0.639046055,function
but,voicedObs.voicelessObs,HKE_021,HKE,33,F,0.124408813,2,8,225.7650633,HKE_021-but-2,0.779402591,function
but,voicedObs.voicelessObs,HKE_047,HKE,20,F,0.090847498,1,4,204.7921564,HKE_047-but-1,-0.243882106,function
but,voicedObs.voicelessObs,HKE_015,HKE,30,F,0.066664909,2,4,262.2330863,HKE_015-but-2,0.180836612,function
but,voicedObs.voicelessObs,HKE_015,HKE,30,F,0.075299744,1,4,355.7280171,HKE_015-but-1,1.804786344,function
but,voicedObs.voicelessObs,HKE_038,HKE,35,F,0.12955465,2,1,193.7724926,HKE_038-but-2,-0.272816623,function
but,voicedObs.voicelessObs,HKE_047,HKE,20,F,0.120643522,3,4,205.8036532,HKE_047-but-3,-0.148127563,function
but,voicedObs.voicelessObs,AME_007,AE,19,F,0.232323357,3,8,191.8063357,AE_007-but-3,0.050452787,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.109220829,3,6,194.1047425,AE_012-but-3,-0.30709336,function
but,voicedObs.voicelessObs,AME_001,AE,23,M,0.121791666,3,4,141.6209584,AE_001-but-3,-0.724835911,function
but,voicedObs.voicelessObs,HKE_013,HKE,26,F,0.1,2,9,222.0347681,HKE_013-but-2,0.315433344,function
but,voicedObs.voicelessObs,HKE_037,HKE,47,F,0.079491306,1,8,187.3293731,HKE_037-but-1,0.794858063,function
but,voicedObs.voicelessObs,HKE_031,HKE,36,F,0.081819417,3,3,203.0666227,HKE_031-but-3,-0.308189808,function
but,voicedObs.voicelessObs,HKE_036,HKE,40,F,0.074130485,3,8,119.8412631,HKE_036-but-3,-2.074541513,function
but,voicedObs.voicelessObs,AME_026,AE,19,M,0.12,2,4,100.05992,AE_026-but-2,-1.915986048,function
but,voicedObs.voicelessObs,AME_007,AE,19,F,0.232323357,3,2,181.0052785,AE_007-but-3,-0.685248499,function
but,voicedObs.voicelessObs,AME_020,AE,30,M,0.127683219,3,3,127.6168117,AE_020-but-3,-0.88322658,function
but,voicedObs.voicelessObs,AME_019,AE,18,M,0.111135094,2,3,118.7868075,AE_019-but-2,-0.741231904,function
but,voicedObs.voicelessObs,HKE_029,HKE,36,F,0.11,2,3,162.3191587,HKE_029-but-2,-0.67708123,function
but,voicedObs.voicelessObs,AME_019,AE,18,M,0.101245514,3,3,123.1374291,AE_019-but-3,-0.459002114,function
but,voicedObs.voicelessObs,HKE_020,HKE,21,M,0.098203732,3,4,101.3324456,HKE_020-but-3,-0.23018858,function
but,voicedObs.voicelessObs,HKE_013,HKE,26,F,0.1,1,1,229.1662396,HKE_013-but-1,0.63065198200000006,function
but,voicedObs.voicelessObs,HKE_021,HKE,33,F,0.124408813,2,4,219.2559567,HKE_021-but-2,0.577778199,function
but,voicedObs.voicelessObs,HKE_045,HKE,48,F,0.083125841,1,9,160.063425,HKE_045-but-1,-1.685523849,function
but,voicedObs.voicelessObs,HKE_010,HKE,38,F,0.082027766,1,2,174.5212892,HKE_010-but-1,0.776225188,function
but,voicedObs.voicelessObs,AME_004,AE,22,F,0.08,3,8,169.9657337,AE_004-but-3,-2.229968217,function
but,voicedObs.voicelessObs,AME_006,AE,19,F,0.152760563,1,3,223.81112,AE_006-but-1,-0.901451357,function
but,voicedObs.voicelessObs,AME_032,AE,23,M,0.08,2,6,111.1223359,AE_032-but-2,-0.620993111,function
but,voicedObs.voicelessObs,HKE_034,HKE,46,M,0.087362384,1,6,139.5256591,HKE_034-but-1,0.706536251,function
but,voicedObs.voicelessObs,AME_021,AE,21,M,0.163958841,1,6,113.4553109,AE_021-but-1,0.892030996,function
but,voicedObs.voicelessObs,HKE_032,HKE,32,F,0.067834468,1,5,278.0763891,HKE_032-but-1,1.944493241,function
but,voicedObs.voicelessObs,HKE_003,HKE,21,M,0.159826943,2,9,140.8507519,HKE_003-but-2,-1.979770351,function
but,voicedObs.voicelessObs,HKE_045,HKE,48,F,0.083125841,1,5,178.2700807,HKE_045-but-1,-0.553601942,function
but,voicedObs.voicelessObs,HKE_032,HKE,32,F,0.087930536,3,3,220.7243282,HKE_032-but-3,-0.771984314,function
but,voicedObs.voicelessObs,HKE_009,HKE,25,M,0.151862363,2,5,131.5450994,HKE_009-but-2,0.086607847,function
but,voicedObs.voicelessObs,HKE_026,HKE,43,F,0.110585612,2,4,214.3894107,HKE_026-but-2,0.416532137,function
but,voicedObs.voicelessObs,HKE_034,HKE,46,M,0.08648348,2,2,134.843051,HKE_034-but-2,0.46309066,function
but,voicedObs.voicelessObs,HKE_009,HKE,25,M,0.151862363,2,3,134.592216,HKE_009-but-2,0.406903392,function
but,voicedObs.voicelessObs,AME_002,AE,24,F,0.094569428,1,9,174.6825538,AE_002-but-1,-1.062907913,function
but,voicedObs.voicelessObs,HKE_004,HKE,26,M,0.12,1,7,208.785437,HKE_004-but-1,2.103426158,function
but,voicedObs.voicelessObs,HKE_004,HKE,26,M,0.105263851,2,7,182.5030724,HKE_004-but-2,1.416396072,function
but,voicedObs.voicelessObs,HKE_023,HKE,30,M,0.088111664,3,7,101.5815648,HKE_023-but-3,-1.531020634,function
but,voicedObs.voicelessObs,HKE_003,HKE,21,M,0.148807821,3,5,148.4075467,HKE_003-but-3,-1.188109601,function
but,voicedObs.voicelessObs,HKE_017,HKE,20,M,0.08,1,5,101.0983736,HKE_017-but-1,-0.494649572,function
but,voicedObs.voicelessObs,HKE_039,HKE,23,F,0.126013847,3,3,213.9202666,HKE_039-but-3,0.478444387,function
but,voicedObs.voicelessObs,AME_002,AE,24,F,0.082130471,3,5,183.8578077,AE_002-but-3,-0.221437748,function
but,voicedObs.voicelessObs,AME_016,AE,20,F,0.151938453,3,7,164.2176622,AE_016-but-3,-1.300266262,function
but,voicedObs.voicelessObs,AME_018,AE,20,F,0.133403593,3,6,174.6378131,AE_018-but-3,-1.104933874,function
but,voicedObs.voicelessObs,AME_027,AE,21,F,0.11,1,3,163.1878746,AE_027-but-1,-1.149709536,function
but,voicedObs.voicelessObs,HKE_025,HKE,24,M,0.10730089,1,9,137.3415697,HKE_025-but-1,0.215122752,function
but,voicedObs.voicelessObs,AME_002,AE,24,F,0.09810616,2,3,191.5708551,AE_002-but-2,0.454059438,function
but,voicedObs.voicelessObs,HKE_028,HKE,36,F,0.084606454,1,6,160.5208665,HKE_028-but-1,-0.953328836,function
but,voicedObs.voicelessObs,AME_027,AE,21,F,0.103059843,2,6,164.6246663,AE_027-but-2,-1.014780917,function
but,voicedObs.voicelessObs,HKE_035,HKE,33,M,0.107307279,2,4,115.1403168,HKE_035-but-2,-6.42e-4,function
but,voicedObs.voicelessObs,AME_010,AE,27,M,0.137373151,1,5,101.6823355,AE_010-but-1,0.47740781,function
but,voicedObs.voicelessObs,AME_013,AE,21,M,0.143073546,2,4,162.5212607,AE_013-but-2,0.669325448,function
but,voicedObs.voicelessObs,HKE_009,HKE,25,M,0.157673022,3,8,127.7726673,HKE_009-but-3,-0.320367797,function
but,voicedObs.voicelessObs,AME_010,AE,27,M,0.145027357,2,3,95.36202981,AE_010-but-2,-0.260812751,function
but,voicedObs.voicelessObs,AME_008,AE,30,M,0.085726664,3,6,117.6725528,AE_008-but-3,0.745953289,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.12063525,1,9,203.8882783,AE_012-but-1,0.242599084,function
but,voicedObs.voicelessObs,AME_008,AE,30,M,0.100962954,1,8,128.2936752,AE_008-but-1,1.763225466,function
but,voicedObs.voicelessObs,AME_031,AE,18,M,0.083679032,2,3,152.7118361,AE_031-but-2,0.51562351,function
but,voicedObs.voicelessObs,HKE_040,HKE,20,M,0.081819417,1,7,173.6620648,HKE_040-but-1,1.534469623,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.159898907,3,6,198.7009876,AE_023-but-3,-0.662640851,function
but,voicedObs.voicelessObs,HKE_040,HKE,20,M,0.081819417,1,5,174.8204965,HKE_040-but-1,1.595158551,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.153853622,2,4,199.3247187,AE_023-but-2,-0.587508364,function
but,voicedObs.voicelessObs,HKE_006,HKE,19,F,0.14,1,7,216.8247036,HKE_006-but-1,-1.420652044,function
but,voicedObs.voicelessObs,HKE_025,HKE,24,M,0.10730089,1,5,153.680811,HKE_025-but-1,0.719945044,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.109794389,2,3,202.3687851,AE_012-but-2,0.158978782,function
but,voicedObs.voicelessObs,AME_026,AE,19,M,0.12,2,5,103.5950312,AE_026-but-2,-1.636037165,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.159898907,3,2,197.006806,AE_023-but-3,-0.867912559,function
but,voicedObs.voicelessObs,HKE_028,HKE,36,F,0.091766897,3,4,164.4479843,HKE_028-but-3,-0.780943803,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.109220829,3,3,200.8343385,AE_012-but-3,0.07389596,function
but,voicedObs.voicelessObs,HKE_013,HKE,26,F,0.1,1,8,248.8213978,HKE_013-but-1,1.451138535,function
but,voicedObs.voicelessObs,AME_030,AE,18,M,0.12,2,4,125.376353,AE_030-but-2,-0.326834313,function
but,voicedObs.voicelessObs,AME_030,AE,18,M,0.13,1,4,134.1081914,AE_030-but-1,0.173301121,function
but,voicedObs.voicelessObs,AME_030,AE,18,M,0.13,1,2,137.4356331,AE_030-but-1,0.355364119,function
but,voicedObs.voicelessObs,HKE_036,HKE,40,F,0.08,1,5,140.1938242,HKE_036-but-1,-0.721246169,function
but,voicedObs.voicelessObs,HKE_025,HKE,24,M,0.104009532,2,3,145.96527939999999,HKE_025-but-2,0.488616446,function
but,voicedObs.voicelessObs,HKE_013,HKE,26,F,0.1,2,6,222.5096551,HKE_013-but-2,0.336736401,function
but,voicedObs.voicelessObs,HKE_023,HKE,30,M,0.112871078,1,1,157.9971122,HKE_023-but-1,1.79443241,function
but,voicedObs.voicelessObs,AME_003,AE,22,M,0.16,3,7,107.8551857,AE_003-but-3,-0.709977174,function
but,voicedObs.voicelessObs,AME_006,AE,19,F,0.152760563,1,6,243.4824578,AE_006-but-1,-0.276719049,function
but,voicedObs.voicelessObs,AME_003,AE,22,M,0.155406218,2,5,108.282868,AE_003-but-2,-0.646446437,function
but,voicedObs.voicelessObs,AME_009,AE,21,F,0.16,1,8,234.6039222,AE_009-but-1,1.009096586,function
but,voicedObs.voicelessObs,AME_003,AE,22,M,0.146377722,1,3,108.5801767,AE_003-but-1,-0.60242992,function
but,voicedObs.voicelessObs,AME_017,AE,20,M,0.101250506,2,5,108.7262482,AE_017-but-2,0.025413937,function
but,voicedObs.voicelessObs,HKE_010,HKE,38,F,0.086910744,2,1,149.6023656,HKE_010-but-2,-0.786952159,function
but,voicedObs.voicelessObs,HKE_043,HKE,50,M,0.073682267,3,6,92.07457637,HKE_043-but-3,-1.216226815,function
but,voicedObs.voicelessObs,AME_009,AE,21,F,0.175777984,2,6,218.4460518,AE_009-but-2,-0.125114779,function
but,voicedObs.voicelessObs,AME_011,AE,18,F,0.189740944,1,3,218.7475945,AE_011-but-1,-0.300810211,function
but,voicedObs.voicelessObs,HKE_026,HKE,43,F,0.104848057,1,7,198.1078123,HKE_026-but-1,-0.124300685,function
but,voicedObs.voicelessObs,HKE_030,HKE,58,F,0.09,3,2,143.9361665,HKE_030-but-3,-0.988613422,function
but,voicedObs.voicelessObs,AME_018,AE,20,F,0.110478472,1,9,188.1041279,AE_018-but-1,-0.230142025,function
but,voicedObs.voicelessObs,HKE_047,HKE,20,F,0.13,2,1,209.7957992,HKE_047-but-2,0.225254392,function
but,voicedObs.voicelessObs,HKE_026,HKE,43,F,0.126293795,3,9,174.8474216,HKE_026-but-3,-0.979536125,function
but,voicedObs.voicelessObs,AME_026,AE,19,M,0.11133586,3,4,98.15278392,AE_026-but-3,-2.071149921,function
but,voicedObs.voicelessObs,AME_007,AE,19,F,0.245142633,2,2,173.9362606,AE_007-but-2,-1.190913396,function
but,voicedObs.voicelessObs,HKE_013,HKE,26,F,0.1,1,5,236.9282797,HKE_013-but-1,0.962782408,function
but,voicedObs.voicelessObs,HKE_023,HKE,30,M,0.088111664,3,8,96.10897642,HKE_023-but-3,-1.947944582,function
but,voicedObs.voicelessObs,AME_033,AE,18,M,0.09294663,1,9,104.4597844,AE_033-but-1,0.00620134,function
but,voicedObs.voicelessObs,HKE_003,HKE,21,M,0.159826943,2,6,149.4754706,HKE_003-but-2,-1.079495826,function
but,voicedObs.voicelessObs,HKE_015,HKE,30,F,0.075299744,1,8,369.9447094,HKE_015-but-1,2.013481287,function
but,voicedObs.voicelessObs,HKE_044,HKE,45,F,0.111475224,1,2,200.5451532,HKE_044-but-1,0.749784454,function
but,voicedObs.voicelessObs,AME_005,AE,19,F,0.2,2,3,179.763225,AE_005-but-2,-0.298686505,function
but,voicedObs.voicelessObs,AME_033,AE,18,M,0.09294663,1,1,109.4630734,AE_033-but-1,0.77101009,function
but,voicedObs.voicelessObs,AME_018,AE,20,F,0.110478472,1,7,193.5618019,AE_018-but-1,0.106685762,function
but,voicedObs.voicelessObs,AME_025,AE,20,F,0.126055105,2,8,174.8132199,AE_025-but-2,-0.507622624,function
but,voicedObs.voicelessObs,AME_025,AE,20,F,0.10442059,1,8,171.3284941,AE_025-but-1,-0.829870136,function
but,voicedObs.voicelessObs,AME_028,AE,23,F,0.096761741,2,4,254.127694,AE_028-but-2,0.706832288,function
but,voicedObs.voicelessObs,HKE_019,HKE,40,M,0.075880424,1,4,114.9219874,HKE_019-but-1,0.847063292,function
but,voicedObs.voicelessObs,AME_020,AE,30,M,0.106495171,2,8,128.7730958,AE_020-but-2,-0.796047463,function
but,voicedObs.voicelessObs,HKE_035,HKE,33,M,0.11,3,5,112.4913232,HKE_035-but-3,-0.127866068,function
but,voicedObs.voicelessObs,HKE_019,HKE,40,M,0.07954903,2,4,111.2087044,HKE_019-but-2,0.477762138,function
but,voicedObs.voicelessObs,AME_031,AE,18,M,0.083679032,2,6,154.4111467,AE_031-but-2,0.595656241,function
but,voicedObs.voicelessObs,AME_020,AE,30,M,0.119414637,1,2,132.523181,AE_020-but-1,-0.518598173,function
but,voicedObs.voicelessObs,HKE_015,HKE,30,F,0.060170119,3,6,170.5482803,HKE_015-but-3,-2.110318394,function
but,voicedObs.voicelessObs,HKE_002,HKE,18,M,0.08,1,5,117.0821641,HKE_002-but-1,0.154584556,function
but,voicedObs.voicelessObs,HKE_025,HKE,24,M,0.104009532,2,8,203.4198928,HKE_025-but-2,1.979205447,function
but,voicedObs.voicelessObs,HKE_002,HKE,18,M,0.060413041,2,7,103.9729108,HKE_002-but-2,-0.692260512,function
but,voicedObs.voicelessObs,HKE_021,HKE,33,F,0.126991873,1,8,194.577624,HKE_021-but-1,-0.245178381,function
but,voicedObs.voicelessObs,HKE_040,HKE,20,M,0.083611084,3,8,143.6732654,HKE_040-but-3,-0.19597224,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.159898907,3,9,198.9243366,AE_023-but-3,-0.635709938,function
but,voicedObs.voicelessObs,AME_005,AE,19,F,0.114741282,1,6,169.5964798,AE_005-but-1,-0.955987392,function
but,voicedObs.voicelessObs,AME_005,AE,19,F,0.159056965,3,9,170.6034944,AE_005-but-3,-0.889147583,function
but,voicedObs.voicelessObs,HKE_047,HKE,20,F,0.13,2,4,205.5420588,HKE_047-but-2,-0.172846506,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.16035249,1,3,209.5336075,AE_023-but-1,0.609885423,function
but,voicedObs.voicelessObs,AME_025,AE,20,F,0.126055105,2,4,172.5370874,AE_025-but-2,-0.717369888,function
but,voicedObs.voicelessObs,HKE_040,HKE,20,M,0.083611084,3,4,143.8171495,HKE_040-but-3,-0.186835152,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.153853622,2,3,200.3751788,AE_023-but-2,-0.461503411,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.109794389,2,6,208.5214368,AE_012-but-2,0.493775247,function
but,voicedObs.voicelessObs,HKE_010,HKE,38,F,0.082027766,1,8,146.2499801,HKE_010-but-1,-1.016900024,function
but,voicedObs.voicelessObs,AME_027,AE,21,F,0.103059843,2,5,163.9728305,AE_027-but-2,-1.075848053,function
but,voicedObs.voicelessObs,AME_017,AE,20,M,0.1,3,8,113.3759856,AE_017-but-3,0.433591152,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.109220829,3,2,201.775642,AE_012-but-3,0.126166602,function
but,voicedObs.voicelessObs,HKE_031,HKE,36,F,0.107779912,2,3,204.6684933,HKE_031-but-2,-0.245150449,function
but,voicedObs.voicelessObs,AME_010,AE,27,M,0.137373151,1,3,101.3620827,AE_010-but-1,0.441119622,function
but,voicedObs.voicelessObs,HKE_004,HKE,26,M,0.105263851,2,1,145.3691281,HKE_004-but-2,0.254712556,function
but,voicedObs.voicelessObs,AME_020,AE,30,M,0.127683219,3,7,127.2275339,AE_020-but-3,-0.91275436,function
but,voicedObs.voicelessObs,HKE_006,HKE,19,F,0.122817239,2,6,217.0729651,HKE_006-but-2,-1.406144001,function
but,voicedObs.voicelessObs,HKE_013,HKE,26,F,0.1,1,3,230.6838332,HKE_013-but-1,0.696464334,function
but,voicedObs.voicelessObs,HKE_006,HKE,19,F,0.12,3,4,220.4590219,HKE_006-but-3,-1.20990748,function
but,voicedObs.voicelessObs,HKE_043,HKE,50,M,0.09838886,2,7,97.79863055,HKE_043-but-2,-0.744160964,function
but,voicedObs.voicelessObs,HKE_048,HKE,43,M,0.10669835,1,6,133.1763151,HKE_048-but-1,-0.502009906,function
but,voicedObs.voicelessObs,HKE_031,HKE,36,F,0.107779912,2,1,213.8644669,HKE_031-but-2,0.107462453,function
but,voicedObs.voicelessObs,HKE_029,HKE,36,F,0.11,2,6,142.9266214,HKE_029-but-2,-1.757601993,function
but,voicedObs.voicelessObs,HKE_010,HKE,38,F,0.09,3,6,131.1544951,HKE_010-but-3,-2.12223695,function
but,voicedObs.voicelessObs,AME_006,AE,19,F,0.145622219,2,5,231.9609105,AE_006-but-2,-0.636211846,function
but,voicedObs.voicelessObs,AME_009,AE,21,F,0.175777984,2,7,218.540337,AE_009-but-2,-0.118255991,function
but,voicedObs.voicelessObs,AME_011,AE,18,F,0.164159607,3,4,196.5929631,AE_011-but-3,-1.356750711,function
but,voicedObs.voicelessObs,AME_006,AE,19,F,0.145622219,2,3,229.228793,AE_006-but-2,-0.724077269,function
but,voicedObs.voicelessObs,HKE_003,HKE,21,M,0.123052621,1,9,155.5065819,HKE_003-but-1,-0.480300853,function
but,voicedObs.voicelessObs,HKE_045,HKE,48,F,0.072828812,2,7,165.968566,HKE_045-but-2,-1.304870978,function
but,voicedObs.voicelessObs,HKE_045,HKE,48,F,0.083125841,1,7,170.6086904,HKE_045-but-1,-1.015147342,function
but,voicedObs.voicelessObs,HKE_026,HKE,43,F,0.104848057,1,4,200.8616448,HKE_026-but-1,-0.029771456,function
but,voicedObs.voicelessObs,HKE_003,HKE,21,M,0.148807821,3,9,146.2507474,HKE_003-but-3,-1.409871687,function
but,voicedObs.voicelessObs,HKE_009,HKE,25,M,0.157673022,3,7,127.0635963,HKE_009-but-3,-0.398203388,function
but,voicedObs.voicelessObs,HKE_032,HKE,32,F,0.067834468,1,3,272.591225,HKE_032-but-1,1.710192471,function
but,voicedObs.voicelessObs,AME_009,AE,21,F,0.16,1,3,235.0195287,AE_009-but-1,1.037228832,function
but,voicedObs.voicelessObs,HKE_014,HKE,39,M,0.05,3,7,118.2748778,HKE_014-but-3,-1.389094923,function
but,voicedObs.voicelessObs,HKE_009,HKE,25,M,0.157673022,3,3,129.6897945,HKE_009-but-3,-0.112065697,function
but,voicedObs.voicelessObs,AME_009,AE,21,F,0.155073089,3,3,211.1391484,AE_009-but-3,-0.665866228,function
but,voicedObs.voicelessObs,AME_018,AE,20,F,0.127459112,2,8,176.9978111,AE_018-but-2,-0.946852976,function
but,voicedObs.voicelessObs,HKE_004,HKE,26,M,0.14,3,5,147.3229141,HKE_004-but-3,0.322887773,function
but,voicedObs.voicelessObs,HKE_047,HKE,20,F,0.090847498,1,9,191.364191,HKE_047-but-1,-1.561891519,function
but,voicedObs.voicelessObs,HKE_039,HKE,23,F,0.11406277,2,1,232.3466701,HKE_039-but-2,1.001920407,function
but,voicedObs.voicelessObs,HKE_039,HKE,23,F,0.121292061,1,3,206.1374376,HKE_039-but-1,0.243652992,function
but,voicedObs.voicelessObs,AME_009,AE,21,F,0.175777984,2,1,224.3785118,AE_009-but-2,0.300778559,function
but,voicedObs.voicelessObs,AME_018,AE,20,F,0.110478472,1,2,191.9202559,AE_018-but-1,0.00638468,function
but,voicedObs.voicelessObs,AME_002,AE,24,F,0.094569428,1,5,189.1889925,AE_002-but-1,0.248406421,function
but,voicedObs.voicelessObs,HKE_019,HKE,40,M,0.075880424,1,7,122.283861,HKE_019-but-1,1.54520815,function
but,voicedObs.voicelessObs,HKE_019,HKE,40,M,0.07954903,2,7,111.5630883,HKE_019-but-2,0.513535292,function
but,voicedObs.voicelessObs,AME_027,AE,21,F,0.09812842,3,3,169.3077273,AE_027-but-3,-0.583030494,function
but,voicedObs.voicelessObs,AME_002,AE,24,F,0.094569428,1,1,184.8241978,AE_002-but-1,-0.135265903,function
but,voicedObs.voicelessObs,AME_013,AE,21,M,0.124056672,3,6,148.4511741,AE_013-but-3,0.106272152,function
but,voicedObs.voicelessObs,AME_001,AE,23,M,0.121791666,3,7,141.624131,AE_001-but-3,-0.724687909,function
but,voicedObs.voicelessObs,AME_017,AE,20,M,0.11,1,8,92.76044094,AE_017-but-1,-1.522567593,function
but,voicedObs.voicelessObs,HKE_013,HKE,26,F,0.1,1,7,245.2047931,HKE_013-but-1,1.305147747,function
but,voicedObs.voicelessObs,AME_019,AE,18,M,0.125244284,1,3,129.6720781,AE_019-but-1,-0.053297712,function
but,voicedObs.voicelessObs,AME_013,AE,21,M,0.143073546,2,2,156.1064308,AE_013-but-2,0.418923141,function
but,voicedObs.voicelessObs,AME_031,AE,18,M,0.085269171,3,5,159.2131077,AE_031-but-3,0.817141935,function
but,voicedObs.voicelessObs,AME_008,AE,30,M,0.084796075,2,6,132.0258177,AE_008-but-2,2.100787326,function
but,voicedObs.voicelessObs,AME_020,AE,30,M,0.119414637,1,3,132.6057157,AE_020-but-1,-0.512580546,function
but,voicedObs.voicelessObs,AME_031,AE,18,M,0.085269171,3,3,155.1448299,AE_031-but-3,0.629938774,function
but,voicedObs.voicelessObs,HKE_029,HKE,36,F,0.108361524,3,6,149.2723312,HKE_029-but-3,-1.388681591,function
but,voicedObs.voicelessObs,HKE_003,HKE,21,M,0.123052621,1,4,156.3048834,HKE_003-but-1,-0.402736118,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.16035249,1,4,206.6592304,AE_023-but-1,0.278756476,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.109794389,2,7,209.4023985,AE_012-but-2,0.540902534,function
but,voicedObs.voicelessObs,AME_007,AE,19,F,0.232323357,3,9,191.5359401,AE_007-but-3,0.032546062,function
but,voicedObs.voicelessObs,HKE_031,HKE,36,F,0.107779912,2,4,198.9918769,HKE_031-but-2,-0.470814467,function
but,voicedObs.voicelessObs,AME_023,AE,20,F,0.153853622,2,2,202.2680151,AE_023-but-2,-0.236112203,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.12063525,1,3,204.4657953,AE_012-but-1,0.274217493,function
but,voicedObs.voicelessObs,AME_012,AE,20,F,0.109220829,3,7,190.8747204,AE_012-but-3,-0.494674858,function
but,voicedObs.voicelessObs,AME_007,AE,19,F,0.232323357,3,7,184.6395423,AE_007-but-3,-0.432915268,function
but,voicedObs.voicelessObs,HKE_037,HKE,47,F,0.07,3,9,140.6539742,HKE_037-but-3,-1.556115233,function
but,voicedObs.voicelessObs,AME_007,AE,19,F,0.245142633,2,3,176.8460686,AE_007-but-2,-0.980322443,function
but,voicedObs.voicelessObs,HKE_031,HKE,36,F,0.097944412,1,2,209.8535448,HKE_031-but-1,-0.04443151,function
but,voicedObs.voicelessObs,AME_019,AE,18,M,0.111135094,2,6,117.8766841,AE_019-but-2,-0.801578848,function
but,voicedObs.voicelessObs,AME_019,AE,18,M,0.111135094,2,8,113.5473216,AE_019-but-2,-1.095174968,function
but,voicedObs.voicelessObs,HKE_024,HKE,28,F,0.09,1,3,184.2209083,HKE_024-but-1,-0.235885324,function
but,voicedObs.voicelessObs,AME_004,AE,22,F,0.08,3,9,172.3380578,AE_004-but-3,-2.116199824,function
but,voicedObs.voicelessObs,HKE_046,HKE,57,F,0.091413199,2,1,161.7408436,HKE_046-but-2,-0.300923663,function
but,voicedObs.voicelessObs,HKE_006,HKE,19,F,0.122817239,2,3,221.9873913,HKE_006-but-2,-1.122317162,function
but,voicedObs.voicelessObs,AME_026,AE,19,M,0.11133586,3,3,93.61535785,AE_026-but-3,-2.452778753,function
but,voicedObs.voicelessObs,HKE_037,HKE,47,F,0.07,3,7,144.7391748,HKE_037-but-3,-1.321231419,function
but,voicedObs.voicelessObs,AME_006,AE,19,F,0.145622219,2,6,235.3565256,AE_006-but-2,-0.528439519,function
but,voicedObs.voicelessObs,AME_011,AE,18,F,0.167376117,2,8,200.1865145,AE_011-but-2,-1.17762687,function
but,voicedObs.voicelessObs,AME_019,AE,18,M,0.125244284,1,2,130.9872024,AE_019-but-1,0.02587607,function
but,voicedObs.voicelessObs,AME_027,AE,21,F,0.11,1,4,168.0078116,AE_027-but-1,-0.701665819,function
but,voicedObs.voicelessObs,AME_006,AE,19,F,0.13210398,3,2,208.2011284,AE_006-but-3,-1.437604517,function
but,voicedObs.voicelessObs,AME_001,AE,23,M,0.139134069,1,8,170.7012325,AE_001-but-1,0.509031276,function
but,voicedObs.voicelessObs,HKE_025,HKE,24,M,0.07,3,1,167.3433587,HKE_025-but-3,1.102445937,function
but,voicedObs.voicelessObs,HKE_009,HKE,25,M,0.145241604,1,8,123.6514342,HKE_009-but-1,-0.778940076,function
but,voicedObs.voicelessObs,HKE_047,HKE,20,F,0.090847498,1,1,203.8239322,HKE_047-but-1,-0.335984256,function
but,voicedObs.voicelessObs,HKE_034,HKE,46,M,0.08648348,2,7,127.3220431,HKE_034-but-2,0.05380467,function
but,voicedObs.voicelessObs,AME_026,AE,19,M,0.12,2,1,94.8787517,AE_026-but-2,-2.344691498,function
but,voicedObs.voicelessObs,AME_032,AE,23,M,0.08,3,2,113.3699605,AE_032-but-3,-0.298055752,function
but,voicedObs.voicelessObs,AME_013,AE,21,M,0.124056672,3,4,146.440146,AE_013-but-3,0.021463355,function
but,voicedObs.voicelessObs,AME_008,AE,30,M,0.084796075,2,2,120.6385379,AE_008-but-2,1.038988104,function
but,voicedObs.voicelessObs,HKE_013,HKE,26,F,0.067336783,3,7,233.4947172,HKE_013-but-3,0.817226195,function
